0, 0.0028035821963456747
1, 0.0015613871149534192
2.000000000000001, 0.0008273802894444432
3.000000000000001, 0.0005991833212745101
4, 0.005244946802198502
5, 0.015316310601819552
5.999999999999999, 0.036248980701128544
6.999999999999999, 0.07195703961364515
7.999999999999999, 0.06355674671167216
9, 0.057673973869628
10, 0.0625401275122554
11, 0.06917573363956168
12, 0.07279264305627141
13, 0.06623329394687201
14, 0.0688785031805258
15, 0.07674892597298488
16, 0.080484174624637
16.981406628940984, 0.08134060549660345
18, 0.05968826647034553
19, 0.039461110256931546
20, 0.028453861207835093
21, 0.0191166476300373
22, 0.01228531432665024
23, 0.007496721481143026
